id,channel,note,receivedTime,velocity
50,A,49,13690.359577998606,0.9921259842519685
51,A,50,13791.970648999268,0.9763779527559056
52,E,45,14267.726213998685,0.8346456692913385
53,E,43,14708.013560997642,0.8818897637795275
54,E,40,15278.165437997814,0.5669291338582677
55,A,45,15600.499428997864,0.2677165354330709
56,d,66,15844.974349998665,0.2204724409448819
57,E,40,15869.718025998736,0.84251968503937
58,A,58,15875.176431,0.33070866141732286
59,A,45,15912.006916998507,0.25196850393700787
60,E,40,16289.764761000697,0.6220472440944882
61,E,40,16588.587751997693,0.5826771653543307
62,E,40,17017.1232520006,0.8661417322834646
63,E,40,17427.03878499742,0.49606299212598426
64,E,43,17521.326054000383,0.3937007874015748
65,E,43,17575.70710499931,0.6062992125984252
66,E,40,17666.553643000952,0.5354330708661418
67,E,40,17730.381989000307,0.6614173228346457
68,E,40,18174.349715998687,0.8503937007874016
69,E,40,18762.58607300042,0.5196850393700787
70,E,48,18930.015944999468,0.6535433070866141
71,E,47,19245.996305999142,0.6377952755905512
72,E,40,19415.974643998197,0.4251968503937008
73,E,44,19546.129950998875,0.5826771653543307
74,E,45,19596.44242200011,0.5196850393700787
75,E,44,19669.036102000973,0.4566929133858268
76,E,43,19859.50076899826,0.5669291338582677
77,E,40,19995.132877000287,0.6850393700787402
78,E,51,20572.01799199902,0.6771653543307087
79,d,56,20580.358276998595,0.5039370078740157
80,A,62,20597.64983900095,0.3228346456692913
81,A,61,20612.178620998748,0.5039370078740157
82,E,40,20614.09798299792,0.7086614173228346
83,g,73,20869.350452998333,0.07874015748031496
84,A,61,20893.763693999063,0.15748031496062992
85,g,70,21018.532464997406,0.8110236220472441
86,d,65,21031.120662999456,0.6771653543307087
87,A,55,21044.846625998616,0.5433070866141733
88,g,71,21047.52953299976,0.7401574803149606
89,A,45,21076.527897999767,0.49606299212598426
90,E,51,21201.31095800025,0.47244094488188976
91,E,40,21236.149759999535,0.5433070866141733
92,E,40,21774.104423999233,0.5354330708661418
93,A,45,22077.990339999815,0.07874015748031496
94,A,55,22201.181161999557,0.3700787401574803
95,E,61,22222.843809999176,0.3858267716535433
96,E,40,22251.96531199981,0.4645669291338583
97,E,40,22365.403136998793,0.7480314960629921
98,A,54,22481.446370999038,0.3700787401574803
99,E,40,22944.08190899776,0.8346456692913385
100,A,65,22955.288199998904,0.31496062992125984
101,A,64,22977.510369997617,0.4015748031496063
102,E,47,23592.991665998852,0.6535433070866141
103,E,48,23630.529893998755,0.5826771653543307
104,E,47,23907.630650999636,0.7165354330708661
105,E,46,24051.40642299739,0.5748031496062992
106,E,43,24183.84515899743,0.5748031496062992
107,A,45,24205.911039000057,0.11811023622047244
108,E,42,24341.636622000806,0.44881889763779526
109,E,43,24477.22028899807,0.49606299212598426
110,E,44,24588.2067249986,0.5039370078740157
111,E,45,24612.634065000748,0.7795275590551181
112,g,55,25223.167200998432,0.07874015748031496
113,E,46,25225.492744000803,0.8661417322834646
114,A,49,25235.74033299883,0.1968503937007874
115,E,45,25241.225353998743,0.8031496062992126
116,g,71,25328.285940999194,0.07874015748031496
117,E,44,25531.61655099757,0.6850393700787402
118,E,43,25633.53602799907,0.14173228346456693
119,E,43,25787.308573999326,0.6062992125984252
120,E,45,25952.377429999615,0.48031496062992124
121,A,50,25976.314890998765,0.5196850393700787
122,E,45,26120.566788998985,0.3464566929133858
123,A,49,26132.39732999864,0.36220472440944884
124,E,65,26155.623407998064,0.4645669291338583
125,A,48,26265.302250998502,0.8818897637795275
126,E,43,26280.07224599787,0.6062992125984252
127,E,43,26596.095975000935,0.6456692913385826
128,E,43,26740.09511699842,0.6299212598425197
129,E,43,27042.037684997922,0.8740157480314961
130,E,44,27127.758082999208,0.7716535433070866
131,E,45,27316.41055699947,0.7007874015748031
132,d,54,27638.814358000673,0.07874015748031496
133,g,55,27641.889942999114,0.07874015748031496
134,E,46,27645.03018799951,0.9133858267716536
135,A,49,27655.904552997526,0.41732283464566927
136,E,45,27664.634706998186,0.8661417322834646
137,E,44,28225.171070000215,0.952755905511811
138,A,47,28239.16183199981,0.12598425196850394
139,E,43,28245.003388998157,0.952755905511811
140,A,48,28709.29069200065,0.7716535433070866
141,A,51,29009.725815998536,1
142,A,50,29028.59367400015,0.9763779527559056
143,A,51,29304.013197997847,1
144,A,50,29318.82178899832,1
145,d,54,29321.477845998743,0.11811023622047244
146,A,51,29507.57479099775,0.937007874015748
147,A,52,29696.161306997965,0.8976377952755905
148,A,51,29754.15584700022,0.905511811023622
149,A,50,29913.92927400011,0.8818897637795275
150,A,49,30000.953678998485,0.8582677165354331
151,A,48,30029.889719000494,0.84251968503937
152,d,52,30092.01685500011,0.12598425196850394
153,E,40,30361.61552699923,0.6929133858267716
154,A,48,30371.751415998006,0.6220472440944882
155,d,67,30633.583096998336,0.07874015748031496
156,A,49,30657.449993999762,1
157,A,48,30682.8606199997,1
158,d,52,30687.39125399952,0.33070866141732286
159,A,50,30857.107728999836,0.9212598425196851
160,A,50,31099.26089899818,1
161,A,49,31292.549973997666,0.8346456692913385
162,A,49,31386.762751000788,1
163,A,48,31408.44062600081,1
164,E,42,31687.390301998676,0.7480314960629921
165,E,43,31727.685423000366,0.7086614173228346
166,E,44,31964.066174998152,0.7086614173228346
167,E,45,32032.444206000946,0.7007874015748031
168,E,45,32137.20764399841,0.8346456692913385
169,A,49,32151.628265997715,0.2047244094488189
170,A,50,32264.61691000077,0.11811023622047244
171,E,46,32444.671588000347,0.9448818897637795
172,E,45,32467.831211000885,0.8740157480314961
173,A,45,32592.17273700051,0.07874015748031496
174,E,44,32641.92841899785,0.8188976377952756
175,A,49,32670.96781899818,0.10236220472440945
176,E,43,32700.00929299931,0.7637795275590551
177,E,43,32721.269424997445,0.7244094488188977
178,E,44,33019.72011899852,0.8110236220472441
179,E,43,33033.73246100091,0.8346456692913385
180,E,44,33237.04541699772,0.7874015748031497
181,E,45,33280.42765099963,0.7795275590551181
182,E,45,33491.785755999445,0.8503937007874016
183,E,44,33643.22343599997,0.6535433070866141
184,A,69,33922.58799100091,0.07874015748031496
185,d,50,33948.753258999204,0.3228346456692913
186,A,48,33964.60595499957,0.11811023622047244
187,E,43,34183.352151998406,0.3779527559055118
188,A,50,34186.3595979994,0.6929133858267716
189,d,55,34190.05956899855,0.7007874015748031
190,b,69,34199.52981000097,0.07874015748031496
191,b,62,34209.05864499946,0.07874015748031496
192,g,55,34486.7215819977,0.16535433070866143
193,b,59,34504.295495000406,0.2047244094488189
194,A,51,34513.84128800055,0.3464566929133858
195,d,57,34528.31042699836,0.5118110236220472
196,E,45,34530.18571699795,0.2755905511811024
197,A,52,34542.86067499925,0.3937007874015748
198,e',69,34605.374750997726,0.4645669291338583
199,b,63,34617.61935300092,0.5433070866141733
200,d,74,34630.301404999045,0.5905511811023622
201,g,79,34639.402912998776,0.36220472440944884
202,A,52,34642.5945009978,0.5905511811023622
203,d,57,34644.46695799779,0.5196850393700787
204,E,45,34659.35590599838,0.4409448818897638
205,E,40,34775.438813998335,0.5354330708661418
206,E,45,34804.09958100063,0.5984251968503937
207,d,74,35039.418992997525,0.5905511811023622
208,E,46,35044.35787300099,0.905511811023622
209,g,80,35047.95957299939,0.3937007874015748
210,A,53,35049.7107509982,0.9606299212598425
211,b,84,35060.618407998845,0.07874015748031496
212,d,57,35065.22385900098,0.7559055118110236
213,E,45,35067.14309199742,0.8661417322834646
214,g,60,35070.19747099912,0.5275590551181102
215,A,52,35079.83174299807,0.937007874015748
216,A,51,35297.51861399927,0.8110236220472441
217,d,56,35326.40946899846,0.4566929133858268
218,E,43,35328.27578499928,0.5433070866141733
219,A,50,35338.256923998415,0.8031496062992126
220,d,55,35348.5945020002,0.5354330708661418
221,g,55,35362.318757997855,0.23622047244094488
222,d,74,35632.59524199748,0.3937007874015748
223,E,44,35637.53315599752,0.8267716535433071
224,A,51,35641.53386199905,0.9291338582677166
225,d,56,35646.9932330001,0.8503937007874016
226,g,80,35649.66556699801,0.6456692913385826
227,d,55,35660.28469699813,0.7952755905511811
228,A,50,35662.11035499873,0.8661417322834646
229,E,43,35664.01226900052,0.84251968503937
230,A,51,35848.86677999748,0.8188976377952756
231,E,44,35850.730427999224,0.7559055118110236
232,d,57,35863.36050499813,0.6850393700787402
233,E,45,35877.87459500032,0.7637795275590551
234,A,52,35892.439053001,0.8031496062992126
235,A,52,36245.21111699869,0.5354330708661418
236,d,56,36246.07889499748,0.4881889763779528
237,g,60,36256.460253000114,0.15748031496062992
238,b,82,36257.3430299999,0.07874015748031496
239,b,64,36269.69667699814,0.07874015748031496
240,d,57,36271.54455699929,0.4330708661417323
241,A,51,36443.85775800038,0.5275590551181102
242,A,50,36547.23769900011,0.15748031496062992
243,d,55,36562.06801100052,0.25984251968503935
244,b,62,36688.62456699935,0.4251968503937008
245,g,57,36715.874928999256,0.5433070866141733
246,d,55,36730.91354099961,0.31496062992125984
247,g,55,36749.430485997436,0.4881889763779528
248,A,49,36753.9469939984,0.07874015748031496
249,A,44,36874.28875099795,0.6456692913385826
250,E,43,36882.2566159979,0.5984251968503937
251,g,80,36889.51797499976,0.07874015748031496
252,A,50,36892.65189700018,0.7244094488188977
253,d,55,36896.84749099979,0.6141732283464567
254,g,58,36903.570578000654,0.49606299212598426
255,d,56,37111.41439099811,0.5354330708661418
256,A,51,37125.83930099936,0.6929133858267716
257,d,57,37154.82682599759,0.5511811023622047
258,E,45,37156.81404899806,0.6062992125984252
259,A,52,37169.3998999981,0.7007874015748031
260,e',69,37257.67755199922,0.47244094488188976
261,b,74,37260.53248699827,0.07874015748031496
262,b,64,37272.65474500018,0.6062992125984252
263,g,82,37275.83969499756,0.25984251968503935
264,g,60,37285.85683200072,0.6141732283464567
265,g,61,37430.52936700042,0.5433070866141733
266,E,45,37450.92558199758,0.5354330708661418
267,A,52,37473.67288500027,0.6456692913385826
268,A,52,37756.25737799783,0.8582677165354331
269,d,58,37766.94474800024,0.889763779527559
270,g,61,37777.38778099956,1
271,d,57,37779.28353099924,0.8740157480314961
272,b,84,37800.18440599815,0.4251968503937008
273,e',89,37801.92918499961,0.25984251968503935
274,g,60,37807.82356999771,0.8818897637795275
275,e',87,37822.41022299786,0.2677165354330709
276,A,51,37836.97022399792,0.7952755905511811
277,E,44,37838.80881699952,0.5196850393700787
278,d,55,37880.45857199904,0.7401574803149606
279,A,50,37882.34473199918,0.7559055118110236
280,e',64,37884.442860999116,0.18110236220472442
281,E,43,37894.96904399857,0.48031496062992124
282,b,61,37901.25350699964,0.4566929133858268
283,g,73,37904.43693199995,0.23622047244094488
284,g,58,37915.73125599825,0.6929133858267716
285,A,49,37923.908336997556,0.7401574803149606
286,d,55,37933.84109999897,0.5826771653543307
287,g,59,37952.95088800049,0.7007874015748031
288,A,50,38011.022852999304,0.7165354330708661
289,E,43,38081.26111499951,0.5826771653543307
290,d,55,38094.88518999933,0.7795275590551181
291,g,81,38377.02744700073,0.15748031496062992
292,g,58,38387.36092799809,0.6850393700787402
293,b,62,38400.45373499743,0.4566929133858268
294,g,59,38417.338044000644,0.6535433070866141
295,e',67,38482.61405800076,0.25984251968503935
296,b,75,38485.780553997756,0.07874015748031496
297,b,61,38499.4965779988,0.6062992125984252
298,g,57,38501.52819899813,0.36220472440944884
299,g,60,38511.584553998546,0.8582677165354331
300,b,59,38519.82356900044,0.5669291338582677
301,d,56,38524.290630000905,0.7165354330708661
302,A,61,38526.09335099987,0.4645669291338583
303,A,51,38548.01218499779,0.6220472440944882
304,E,44,38549.83703399921,0.5196850393700787
305,g,61,38576.96338000096,0.8031496062992126
306,d,57,38578.82274599979,0.7086614173228346
307,E,45,38591.50917700026,0.5196850393700787
308,A,52,38605.921604998,0.6299212598425197
309,e',69,38820.022248000896,0.25984251968503935
310,b,63,38834.44357799817,0.5433070866141733
311,g,81,38836.76270499927,0.2755905511811024
312,d,74,38851.309849000245,0.2047244094488189
313,g,81,38853.5817109987,0.5748031496062992
314,d,57,38859.83549199955,0.5511811023622047
315,d,56,38867.17105400021,0.5590551181102362
316,A,51,38873.939110999345,0.47244094488188976
317,A,49,38993.72001499796,0.29133858267716534
318,E,43,38996.09497399797,0.07874015748031496
319,A,49,39261.32873199822,0.48031496062992124
320,E,51,39262.979727998754,0.5196850393700787
321,A,68,39271.1846179991,0.7637795275590551
322,E,43,39274.73418799855,0.84251968503937
323,d,55,39280.649788997835,0.8346456692913385
324,g,59,39286.08424900085,0.7716535433070866
325,A,50,39288.05609600022,0.84251968503937
326,b,62,39290.63621199748,0.5669291338582677
327,g,60,39462.11501899961,0.7244094488188977
328,d,56,39464.05273699929,0.7244094488188977
329,g,61,39491.10410999856,0.7244094488188977
330,d,57,39493.012167000416,0.7401574803149606
331,A,51,39494.96596300014,0.7086614173228346
332,E,44,39496.8406529988,0.7559055118110236
333,E,45,39520.147826999164,0.7322834645669292
334,A,52,39534.68817999965,0.6850393700787402
335,d,57,39547.36240599959,0.6614173228346457
336,g,61,39559.09579799845,0.7874015748031497
337,b,64,39570.57634699959,0.5984251968503937
338,A,52,39860.866023998824,0.6535433070866141
339,d,57,39866.5888659998,0.5039370078740157
340,E,46,39872.38786099988,0.7007874015748031
341,d,58,39881.04986300095,0.8267716535433071
342,g,61,39886.92296099907,0.8740157480314961
343,b,64,39892.405316000804,0.30708661417322836
344,d,57,39897.44394199806,0.8582677165354331
345,E,45,39899.321667999175,0.7007874015748031
346,A,51,40130.57608699819,0.6299212598425197
347,E,44,40132.4830429985,0.5984251968503937
348,d,76,40152.20679800041,0.2047244094488189
349,E,43,40166.743437999685,0.3228346456692913
350,A,50,40168.06649700084,0.8346456692913385
351,d,55,40176.71611300102,0.6535433070866141
352,g,81,40180.369378998876,0.8740157480314961
353,g,59,40187.221834999946,0.8031496062992126
354,b,62,40198.069484998996,0.2283464566929134
355,E,50,40445.78545699915,0.6614173228346457
356,d,74,40453.857106000214,0.5275590551181102
357,A,50,40469.21026099881,0.8110236220472441
358,d,55,40470.09838699887,0.905511811023622
359,E,43,40471.10678899844,0.8661417322834646
360,g,59,40478.72494499825,0.7716535433070866
361,b,62,40481.40306200003,0.6614173228346457
362,e',67,40487.84526599775,0.41732283464566927
363,A,50,40752.35765400066,0.7244094488188977
364,d,55,40757.98375600061,0.5039370078740157
365,g,60,40770.855912000115,0.7007874015748031
366,d,56,40784.10212499875,0.49606299212598426
367,b,63,40785.008224000194,0.4015748031496063
368,A,51,40811.62754199977,0.7165354330708661
369,d,57,40826.60411100005,0.5118110236220472
370,g,61,40840.71708299962,0.6850393700787402
371,A,52,40856.184751999535,0.6850393700787402
372,e',69,40884.21272699998,0.7086614173228346
373,b,75,40887.045783998474,0.2992125984251969
374,b,64,40897.28450400071,0.8346456692913385
375,g,81,40898.756755999784,0.4330708661417323
376,g,61,40908.20153800087,0.8976377952755905
377,d,57,40919.993554998655,0.6850393700787402
378,A,52,40930.91641199862,0.7874015748031497
379,E,36,40943.14994600063,0.33070866141732286
380,E,45,40971.35397300008,0.49606299212598426
381,b,64,41184.489228999155,0.29133858267716534
382,e',70,41194.34337799976,0.44881889763779526
383,g,79,41208.86479299952,0.33070866141732286
384,d,74,41220.67306000099,0.23622047244094488
385,g,62,41223.40213699863,0.5196850393700787
386,b,65,41232.53833600029,0.2677165354330709
387,A,67,41233.41023999819,0.2283464566929134
388,d,59,41247.97366200073,0.29133858267716534
389,A,53,41262.398858998495,0.25196850393700787
390,E,59,41263.40735199847,0.07874015748031496
391,A,55,41362.74641400087,0.5196850393700787
392,d,60,41368.54956999741,0.3779527559055118
393,g,79,41372.51832399852,0.2677165354330709
394,g,64,41486.11346799953,0.2755905511811024
395,d,76,41490.4024009993,0.25196850393700787
396,A,54,41504.97308299964,0.08661417322834646
397,d,60,41508.22323399916,0.15748031496062992
398,A,55,41580.702932998975,0.10236220472440945
399,E,48,41657.524852998904,0.6535433070866141
400,A,55,41660.15028900074,0.6456692913385826
401,d,60,41663.66844799995,0.5984251968503937
402,g,64,41672.28880199764,0.7007874015748031
403,b,67,41674.97206899861,0.5748031496062992
404,e',72,41678.62307299947,0.08661417322834646
405,e',72,41800.154225998995,0.5039370078740157
406,b,67,41811.95884599947,0.5748031496062992
407,g,64,41822.82985399797,0.8031496062992126
408,A,55,41969.86468400064,0.7401574803149606
409,d,60,41977.51010799766,0.6535433070866141
410,e',72,42083.27174299848,0.44881889763779526
411,b,75,42086.29949299939,0.25196850393700787
412,b,66,42103.18662799909,0.4094488188976378
413,b,67,42146.641854000336,0.3779527559055118
414,E,49,42267.2889409987,0.9291338582677166
415,A,57,42271.356544999435,1
416,d,62,42276.84397600024,0.9763779527559056
417,g,65,42282.18684699823,1
418,b,68,42287.23026899752,0.9291338582677166
419,b,67,42291.82374299853,0.9448818897637795
420,g,64,42293.64243500095,1
421,d,60,42295.53305199806,0.9448818897637795
422,A,55,42297.44032899907,0.9606299212598425
423,E,48,42299.35953200038,0.889763779527559
424,e',72,42300.2659249978,0.8503937007874016
425,A,68,42539.49182100041,0.3228346456692913
426,d,73,42550.177551998786,0.25196850393700787
427,E,40,42551.100324999425,0.2755905511811024
428,A,54,42556.56471099792,0.6141732283464567
429,g,79,42561.106729997846,1
430,g,64,42567.88786299876,0.8582677165354331
431,b,60,42578.27085399913,0.5826771653543307
432,d,64,42579.25971199802,0.3858267716535433
433,g,63,42581.97161299904,0.8503937007874016
434,e',72,42588.840397998865,0.16535433070866143
435,b,66,42596.61211400089,0.5433070866141733
436,b,66,42698.99838499987,0.4251968503937008
437,g,79,42702.606062000996,0.30708661417322836
438,g,61,42712.58860599846,0.5905511811023622
439,d,75,42716.20663899739,0.18110236220472442
440,g,62,42727.1006689989,0.5826771653543307
441,d,59,42729.05710899795,0.33070866141732286
442,A,54,42733.44794299919,0.3228346456692913
443,g,74,42741.62846199761,0.5196850393700787
444,A,53,42879.226406999805,0.7480314960629921
445,g,61,42892.5420150008,0.7007874015748031
446,E,58,42893.90274099787,0.07874015748031496
447,d,59,42894.82975899955,0.6062992125984252
448,b,66,42900.29516799768,0.14173228346456693
449,g,62,42915.84886800047,0.6456692913385826
450,b,78,42959.2672209983,0.07874015748031496
451,b,66,42996.51484900096,0.48031496062992124
452,g,82,43000.0745239995,0.29133858267716534
453,g,63,43008.21018799979,0.7716535433070866
454,d,75,43011.449831999926,0.5826771653543307
455,d,59,43018.15974299825,0.5354330708661418
456,A,54,43025.43273699848,0.49606299212598426
457,E,48,43156.610631998774,0.8110236220472441
458,A,55,43160.55061899897,0.9448818897637795
459,g,63,43162.4082169983,0.6929133858267716
460,d,60,43167.060773997946,0.9133858267716536
461,d,59,43176.98863300029,0.9133858267716536
462,A,54,43178.81626400049,0.937007874015748
463,E,47,43180.70748299942,0.7716535433070866
464,b,66,43181.63923400061,0.8582677165354331
465,e',71,43185.06755400085,0.5354330708661418
466,g,61,43460.979270999815,0.2755905511811024
467,E,40,43464.842313998815,0.18110236220472442
468,d,59,43469.89749599743,0.5984251968503937
469,g,62,43482.63090399996,0.5275590551181102
470,e',71,43587.981082000624,0.5905511811023622
471,b,66,43599.98242599977,0.7086614173228346
472,g,80,43601.86251399864,0.5826771653543307
473,g,63,43609.10209299982,0.8661417322834646
474,d,75,43611.35766100051,0.7244094488188977
475,d,59,43618.55448300048,0.6692913385826772
476,A,54,43626.85488299758,0.6456692913385826
477,E,47,43637.68517000062,0.4330708661417323
478,E,47,43744.749515000876,0.6377952755905512
479,e',70,43872.76742799804,0.2992125984251969
480,b,64,43886.58867800041,0.5118110236220472
481,g,61,43897.506810997584,0.6535433070866141
482,d,72,43900.23062199907,0.6062992125984252
483,d,58,43906.93020400067,0.5590551181102362
484,A,56,43910.13951499917,0.5590551181102362
485,A,52,43932.463150998956,0.3543307086614173
486,d,57,44033.1379249983,0.47244094488188976
487,E,45,44069.87306699739,0.7401574803149606
488,g,60,44071.994642999925,0.3779527559055118
489,A,53,44073.36441299776,0.952755905511811
490,d,57,44080.71804299834,0.7401574803149606
491,g,61,44085.69621999777,0.8582677165354331
492,b,73,44087.45964899936,0.5433070866141733
493,A,52,44091.177831000095,0.9448818897637795
494,b,64,44105.71421699933,0.3937007874015748
495,e',69,44507.50235399755,0.8582677165354331
496,b,64,44519.17939099803,0.8661417322834646
497,g,81,44520.48101999753,0.5826771653543307
498,g,62,44528.24100200087,1
499,d,58,44536.85421199771,0.7716535433070866
500,g,61,44541.0553010006,1
501,A,53,44544.07172699939,0.7952755905511811
502,d,57,44555.49432399857,0.7795275590551181
503,A,52,44557.44281299849,0.7952755905511811
504,E,45,44666.57543199835,0.6062992125984252
505,e',71,44792.71570799756,0.49606299212598426
506,b,65,44809.35053599751,0.5275590551181102
507,g,79,44812.54793699918,0.30708661417322836
508,g,63,44820.85494299827,0.8031496062992126
509,d,59,44831.693140000425,0.5196850393700787
510,A,53,44841.1148089981,0.4094488188976378
511,A,54,44918.3627229977,0.4566929133858268
512,A,54,44958.5406719998,0.5433070866141733
513,E,61,44963.159258000815,0.7637795275590551
514,E,47,44972.293582999555,0.7007874015748031
515,d,60,44983.521285997995,0.7952755905511811
516,g,63,44989.02531599742,0.84251968503937
517,d,59,44990.95889899763,0.7874015748031497
518,b,66,44994.889656998566,0.14173228346456693
519,A,53,45151.47319400057,0.5905511811023622
520,d,61,45241.14901400026,0.16535433070866143
521,A,58,45244.46066699966,0.4251968503937008
522,E,48,45245.201886998984,0.49606299212598426
523,g,55,45250.16902000061,0.3543307086614173
524,A,56,45252.55288900007,0.8818897637795275
525,d,73,45254.21916800042,0.4645669291338583
526,d,61,45261.92247200015,0.905511811023622
527,A,55,45266.6004950006,0.8661417322834646
528,g,65,45269.862555000145,1
529,b,67,45277.402386000176,0.889763779527559
530,g,64,45281.06550499797,1
531,d,60,45282.95132600033,0.8582677165354331
532,e',72,45285.545998998714,0.6377952755905512
533,A,54,45426.261392000015,0.7952755905511811
534,E,47,45428.13567799749,0.3779527559055118
535,b,84,45544.12320299889,0.25984251968503935
536,d,76,45554.95225999766,0.4015748031496063
537,e',90,45558.03493200074,0.3700787401574803
538,g,81,45566.75705399903,0.4409448818897638
539,A,54,45568.991993000964,0.9291338582677166
540,E,46,45570.87013599812,0.6692913385826772
541,e',71,45572.825634000765,0.2755905511811024
542,b,65,45574.59606900011,0.2047244094488189
543,d,58,45575.74472499982,0.7795275590551181
544,g,63,45582.519470997795,0.8582677165354331
545,A,53,45586.730349998106,0.9212598425196851
546,b,65,45591.64118300032,0.48031496062992124
547,d,59,45658.40430000026,0.7086614173228346
548,A,58,45847.63700699841,0.5039370078740157
549,E,47,45848.35604999898,0.6456692913385826
550,g,81,45853.65426499993,0.3700787401574803
551,A,55,45858.31238500032,0.968503937007874
552,d,64,45859.22702799871,0.3858267716535433
553,d,60,45868.35223600065,0.8582677165354331
554,A,54,45876.01261199961,0.937007874015748
555,g,64,45877.00141000096,0.9921259842519685
556,b,66,45884.6115310007,0.6771653543307087
557,e',71,45893.61082300093,0.3464566929133858
558,d,56,46140.99838100083,0.2204724409448819
559,E,48,46145.861506000074,0.7559055118110236
560,A,58,46146.714747999795,0.5511811023622047
561,g,81,46152.06503399895,0.30708661417322836
562,A,56,46157.11419299987,0.968503937007874
563,d,61,46167.57748500095,0.84251968503937
564,g,64,46177.466861998255,1
565,d,60,46180.7400760008,0.8582677165354331
566,A,55,46182.600470998295,0.8976377952755905
567,b,66,46186.60197099962,0.4251968503937008
568,A,54,46355.878071000916,0.8346456692913385
569,E,47,46357.69810800048,0.5984251968503937
570,d,76,46440.53810200057,0.2047244094488189
571,A,66,46448.840684999595,0.5196850393700787
572,E,47,46450.07895099843,0.7637795275590551
573,g,63,46461.02444799908,0.07874015748031496
574,d,59,46468.29602800062,0.7244094488188977
575,A,54,46471.87160300018,0.7165354330708661
576,g,63,46476.45876699971,0.7480314960629921
577,A,42,46485.49760400056,0.7322834645669292
578,b,66,46487.666205001005,0.25196850393700787
579,d,47,46499.97616299879,0.7244094488188977
580,d,59,46543.52057199867,0.7086614173228346
581,A,54,46545.405003998894,0.6929133858267716
582,A,53,46645.19531000042,0.5433070866141733
583,g,70,46734.984528000496,0.16535433070866143
584,A,50,46743.904470000416,0.937007874015748
585,e',67,46744.819789997564,0.11811023622047244
586,d,55,46759.3685369975,0.5196850393700787
587,g,57,46768.876941998315,0.7322834645669292
588,b,61,46778.414443000656,0.4566929133858268
589,b,62,46819.22206499803,0.4645669291338583
590,e',89,47059.17314999897,0.4251968503937008
591,E,43,47068.59278699994,0.6141732283464567
592,A,41,47069.58965100057,0.7007874015748031
593,g,58,47070.47912100097,0.4015748031496063
594,d,53,47074.026412999956,0.6771653543307087
595,e',67,47080.435985000804,0.3858267716535433
596,g,58,47082.33709299748,0.8031496062992126
597,b,62,47087.206896998396,0.6220472440944882
598,d,55,47094.966125998326,0.5905511811023622
599,A,50,47096.924419998686,0.7559055118110236
600,g,59,47618.5290909998,0.6377952755905512
601,e',67,47630.87079199977,0.07874015748031496
602,E,43,47641.35304199954,0.7716535433070866
603,g,80,47642.27978299823,0.2283464566929134
604,A,50,47645.05707299759,0.7874015748031497
605,d,55,47650.83831099764,0.84251968503937
606,g,59,47656.28378099791,0.7874015748031497
607,b,62,47661.74704700097,0.48031496062992124
608,b,62,47979.336586999125,0.3937007874015748
609,A,49,47981.11378400063,0.6929133858267716
610,e',67,47992.30896500012,0.07874015748031496
611,e',69,48099.46834799848,0.6771653543307087
612,b,85,48101.63126399857,0.1968503937007874
613,b,64,48110.30324500098,0.6850393700787402
