id,channel,note,receivedTime,velocity
46,5,71,27834.18258599704,0.11811023622047244
47,6,43,27856.766181997955,0.47244094488188976
48,6,43,28107.26624900053,0.4566929133858268
49,5,50,28207.033276998118,0.07874015748031496
50,6,44,28225.962304997665,0.3858267716535433
51,6,65,28323.544438997487,0.33070866141732286
52,6,43,28398.473212997487,0.4645669291338583
53,5,48,28603.900804999284,0.07874015748031496
54,6,63,28641.26831699832,0.33858267716535434
55,5,71,28645.84657699743,0.18110236220472442
56,6,40,28694.007111997053,0.7401574803149606
57,3,55,29172.847570000158,0.07874015748031496
58,2,86,29178.614666998328,0.07874015748031496
59,5,47,29202.226069999597,0.5039370078740157
60,4,52,29206.364394998673,0.2204724409448819
61,6,40,29208.13188199827,0.7086614173228346
62,5,47,30333.84400799696,0.29133858267716534
63,3,81,30340.87768899917,0.07874015748031496
64,4,52,30349.0296639975,0.5984251968503937
65,3,56,30368.511058997683,1
66,1,67,30391.18563900047,0.2677165354330709
67,2,59,30396.81226399989,0.8503937007874016
68,1,64,30402.704426000128,0.33070866141732286
69,1,83,30431.58345199845,0.48031496062992124
70,1,64,30446.140664997074,0.4881889763779528
71,3,55,30985.325878998992,0.8188976377952756
72,6,40,30990.877394000563,0.41732283464566927
73,3,55,30992.776000999584,0.36220472440944884
74,3,55,31252.932802999567,0.7716535433070866
75,5,47,31279.126262998034,0.8031496062992126
76,4,52,31294.213666998985,0.7480314960629921
77,2,82,31298.078728999826,0.15748031496062992
78,3,55,31299.10932599887,0.8031496062992126
79,2,61,31308.59382500057,0.5669291338582677
80,1,64,31318.139162998705,0.5118110236220472
81,2,62,31476.446946999204,0.4645669291338583
82,4,76,32101.340304998303,0.25984251968503935
83,6,40,32108.581966997008,0.7086614173228346
84,4,52,32113.950636998197,0.5669291338582677
85,5,47,32116.753194997727,0.84251968503937
86,5,48,32347.208527000475,0.6614173228346457
87,5,48,32370.15949600027,0.6377952755905512
88,4,50,32387.954416997673,0.4251968503937008
89,5,69,32640.13997299844,0.2755905511811024
90,4,76,32654.189511998993,0.2204724409448819
91,6,40,32660.40897199855,0.5433070866141733
92,5,48,32672.726532000524,0.7007874015748031
93,4,50,32709.83004699883,0.41732283464566927
94,4,75,32902.95830999821,0.3700787401574803
95,5,48,32914.3707109979,0.8110236220472441
96,3,55,32930.36262500027,0.3858267716535433
97,4,52,32931.27988299966,0.5669291338582677
98,2,82,33170.66445399905,0.07874015748031496
99,1,90,33181.497456000216,0.31496062992125984
100,2,60,33188.77934400007,0.07874015748031496
101,6,40,33190.929999997024,0.4566929133858268
102,4,75,33191.83155999781,0.8110236220472441
103,5,49,33193.72825000028,1
104,1,64,33203.22622199819,0.4251968503937008
105,3,55,33211.7521149994,0.7244094488188977
106,5,48,33217.77358899999,0.8818897637795275
107,4,52,33246.84034500024,0.8188976377952756
108,4,75,33450.01129400043,0.15748031496062992
109,5,45,33463.03002899731,0.8110236220472441
110,3,57,33464.966887997434,0.6456692913385826
111,4,51,33472.13424700021,0.6220472440944882
112,4,52,33566.161204998934,0.5590551181102362
113,3,57,33997.87664999894,0.6456692913385826
114,2,60,34012.642358997255,0.2755905511811024
115,6,40,34272.17821299928,0.5669291338582677
116,5,41,34273.53291200052,0.8503937007874016
117,4,52,34279.25126199989,0.8661417322834646
118,3,57,34284.27897700021,0.905511811023622
119,2,60,34289.720421998936,0.5984251968503937
120,5,45,34306.603209999594,0.8346456692913385
121,6,64,43505.31709999996,0.07874015748031496
122,4,51,43524.706467000215,0.4409448818897638
123,6,40,43525.58487100032,0.5118110236220472
124,3,57,43529.61773499919,0.14173228346456693
125,5,45,43537.401552999654,0.7244094488188977
126,2,60,43544.20149999714,0.07874015748031496
127,3,66,43545.09696400055,0.5984251968503937
128,3,57,43549.69022699879,0.6220472440944882
129,4,52,43551.586726000096,0.5196850393700787
130,6,40,43801.35046599753,0.2283464566929134
131,2,60,43896.633244999975,0.5511811023622047
132,3,57,43907.41758299919,0.6062992125984252
133,6,40,44073.37400200049,0.6692913385826772
134,5,41,44074.3397490005,0.8188976377952756
135,4,52,44078.85888400051,0.7795275590551181
136,3,66,44081.51218099738,0.7952755905511811
137,3,57,44086.588412999845,0.8031496062992126
138,2,60,44088.70331799699,0.7637795275590551
139,1,64,44094.171033997554,0.3228346456692913
140,5,45,44101.15607999978,0.7480314960629921
141,3,55,44260.898219999945,0.5748031496062992
142,6,40,44323.768742997345,0.16535433070866143
143,3,55,44347.80758699708,0.5590551181102362
144,5,48,44376.823212998715,0.5984251968503937
145,1,64,44408.89011000036,0.5433070866141733
146,2,60,44425.268586997845,0.6771653543307087
147,3,55,44436.64031399749,0.8503937007874016
148,4,52,44446.077945998695,0.7480314960629921
149,5,68,44602.735805998236,0.7007874015748031
150,6,40,44607.739340997796,0.5748031496062992
151,5,48,44623.5279149987,0.7165354330708661
152,2,60,44969.989645996975,0.5590551181102362
153,6,40,45018.90135400026,0.07874015748031496
154,6,40,45131.968125999265,0.30708661417322836
155,5,48,45132.81710899901,0.7086614173228346
156,5,47,45218.47299399815,0.6062992125984252
157,5,45,45362.6063949996,0.5905511811023622
158,6,40,45368.869464000454,0.14173228346456693
159,6,40,45377.604031000374,0.5196850393700787
160,5,45,45380.70144399899,0.8661417322834646
161,4,52,45386.23234699844,0.6062992125984252
162,3,57,45397.07852100037,0.47244094488188976
163,3,55,45595.884736998414,0.33070866141732286
164,4,50,45597.71270099736,0.4330708661417323
165,6,40,45642.864893998194,0.2992125984251969
166,5,45,45656.40134699788,0.8661417322834646
167,4,50,45660.62246999718,0.5118110236220472
168,2,59,45711.83278399985,0.3937007874015748
169,4,52,45731.613791998825,0.5039370078740157
170,3,55,45738.17043300005,0.4881889763779528
171,5,47,45741.83302399979,0.7874015748031497
172,6,40,45859.07671699897,0.41732283464566927
173,6,40,45913.15109199786,0.5905511811023622
174,5,47,45914.060081999196,0.889763779527559
175,4,52,45918.61825899832,0.7322834645669292
176,3,55,45925.8808759987,0.6377952755905512
177,3,56,46238.16952999914,0.47244094488188976
178,3,56,46286.767947000044,0.5669291338582677
179,5,47,46439.76499599739,0.5905511811023622
180,6,40,46445.44116299949,0.7007874015748031
181,4,52,46454.54348099884,0.9291338582677166
182,3,57,46459.98587499707,0.984251968503937
183,2,59,46466.8582589984,0.4881889763779528
184,3,56,46480.920627996966,0.968503937007874
185,1,64,46808.849969998846,0.33858267716535434
186,2,59,47089.08816499752,0.6062992125984252
187,3,56,47103.861306997715,0.7795275590551181
188,5,47,47236.93915699914,0.6456692913385826
189,3,56,47330.35262299745,0.5433070866141733
190,5,47,47506.722959999024,0.8267716535433071
191,6,40,47517.09810700049,0.5669291338582677
192,3,76,47520.22473599936,1
193,4,52,47522.10005199959,0.8503937007874016
194,3,56,47525.6904309972,1
195,2,62,47527.44507599709,0.9291338582677166
196,1,64,47536.1457479994,0.6535433070866141
197,2,59,48062.306616997375,0.33070866141732286
198,1,64,48125.21409799956,0.49606299212598426
199,2,59,48143.77293299913,0.5275590551181102
200,6,40,48294.83758599963,0.6771653543307087
201,5,47,48298.88746600045,0.8346456692913385
202,4,52,48305.74539599911,0.84251968503937
203,2,62,48469.02626999872,0.3937007874015748
204,5,70,48552.389016000234,0.8740157480314961
205,6,40,48556.93535200044,0.8110236220472441
206,4,73,48557.82718699993,1
207,3,56,48569.57737199991,1
208,4,52,48571.49956399735,0.889763779527559
209,5,47,48573.415613998804,0.8818897637795275
210,2,62,48575.92194099925,0.7952755905511811
211,1,64,48581.71740099715,0.5118110236220472
212,1,64,48945.64178099972,0.6614173228346457
213,2,62,48957.23902199825,0.905511811023622
214,3,56,48968.714173999615,0.8267716535433071
215,4,52,48979.9500299996,0.7322834645669292
216,1,64,49199.55172999835,0.7086614173228346
217,2,62,49210.71743399807,0.7086614173228346
218,3,56,49225.31867499856,0.7716535433070866
219,4,52,49366.87364699901,0.8661417322834646
220,6,40,49368.70238699703,0.6062992125984252
221,3,56,49374.0434930005,0.8818897637795275
222,3,80,49644.37498699772,0.8740157480314961
223,6,40,49645.13062200058,0.905511811023622
224,5,47,49646.13761099827,0.937007874015748
225,4,52,49654.24382399942,0.905511811023622
226,2,62,49656.96342499723,0.6220472440944882
227,1,64,49661.8936829982,0.7244094488188977
228,3,56,49673.35965299935,0.9448818897637795
229,5,46,49891.13240699953,0.6456692913385826
230,5,45,49900.9300789985,0.7244094488188977
231,2,59,49905.51206999953,0.4251968503937008
232,4,50,49906.88186799889,0.7795275590551181
233,3,82,49908.217437998246,0.9133858267716536
234,3,55,49915.021994998824,0.889763779527559
235,2,59,49924.982825999905,0.7401574803149606
236,3,57,50122.46348599729,0.889763779527559
237,4,52,50132.738241998595,0.6692913385826772
238,2,60,50137.45553399713,0.6220472440944882
239,6,64,50163.492021998536,0.3543307086614173
240,4,56,50180.80109999937,0.7952755905511811
241,6,40,50181.77785899752,0.7401574803149606
242,5,45,50182.70169300013,0.8503937007874016
243,2,60,50193.02380299996,0.6456692913385826
244,3,57,50193.948107000324,0.7874015748031497
245,4,52,50195.841619999555,0.7480314960629921
246,1,64,50203.83899399894,0.3700787401574803
247,5,62,50712.29262799898,0.8346456692913385
248,4,53,50718.95672199753,0.905511811023622
249,3,77,50724.05823199733,1
250,2,61,50729.498861997854,0.9763779527559056
251,3,57,50732.70022699944,1
252,4,52,50734.54337200019,0.9133858267716536
253,5,45,50736.415234998276,0.889763779527559
254,1,64,50737.35763699733,0.8661417322834646
255,2,60,50747.257216000435,1
256,2,62,50906.911373000185,0.8110236220472441
257,2,62,51102.831623000384,0.6062992125984252
258,3,57,51113.00750599912,0.7244094488188977
259,1,64,51343.54181299932,0.5433070866141733
260,2,62,51357.04840999824,0.6141732283464567
261,3,57,51366.01432299722,0.7086614173228346
262,6,40,51500.507599997945,0.3543307086614173
263,5,45,51634.28579399988,0.7795275590551181
264,5,51,51762.541320997116,0.9763779527559056
265,4,47,51763.32519999778,0.6299212598425197
266,3,64,51766.46175299902,0.5905511811023622
267,6,40,51767.449441998906,0.7795275590551181
268,5,45,51777.966846999334,1
269,3,74,51778.8403759987,1
270,2,62,51783.30597599779,0.9291338582677166
271,1,64,51789.13107699918,0.6220472440944882
272,3,57,51792.02545299995,1
273,4,52,51793.8349420001,0.7952755905511811
274,2,60,51980.79986199809,0.7086614173228346
275,3,55,52038.54162800053,0.7480314960629921
276,2,60,52055.31702299777,0.4566929133858268
277,5,70,52271.85953299704,0.7559055118110236
278,4,64,52280.36295600032,0.4330708661417323
279,3,81,52290.74187099832,0.5433070866141733
280,6,41,52291.71910199875,0.8110236220472441
281,5,47,52295.25448599816,0.84251968503937
282,4,53,52299.7756980003,0.9606299212598425
283,3,55,52307.450112999504,1
284,4,52,52314.40389300042,0.937007874015748
285,6,40,52316.221624998434,0.7716535433070866
286,2,60,52317.22416199773,0.6535433070866141
287,5,48,52430.55637999714,0.7559055118110236
288,1,64,52664.04916099782,0.6299212598425197
289,2,60,52677.07698400045,0.7244094488188977
290,3,55,52688.9519489996,0.8661417322834646
291,6,40,52822.31535399842,0.33858267716535434
292,5,48,52824.966520998714,0.6850393700787402
293,4,53,52830.370071998914,0.6220472440944882
294,5,49,52865.80021999907,0.7401574803149606
295,2,62,52895.770422997884,0.5275590551181102
296,4,54,52897.691812999255,0.5826771653543307
297,5,50,52923.899179997534,0.6771653543307087
298,2,62,52966.93459599919,0.6299212598425197
299,3,55,52970.02954999698,0.8582677165354331
300,4,54,52989.48988199845,0.6850393700787402
301,3,55,53094.72490299959,0.8661417322834646
302,5,51,53095.71675299958,0.9448818897637795
303,6,42,53100.72638699785,0.16535433070866143
304,4,54,53101.59402499994,0.905511811023622
305,3,80,53112.46325100001,1
306,5,50,53114.327292998496,0.905511811023622
307,2,62,53115.31738799749,0.9133858267716536
308,1,64,53122.363836999284,0.5905511811023622
309,3,55,53127.010420997976,1
310,5,49,53374.81912599833,0.8188976377952756
311,4,53,53388.16710399988,0.7795275590551181
312,5,48,53417.18570199737,0.8031496062992126
313,4,52,53431.71980099942,0.7322834645669292
314,1,64,53469.81931899791,0.5590551181102362
315,2,60,53480.16600600022,0.5826771653543307
316,3,55,53488.340656997025,0.8661417322834646
317,6,40,53632.152984999266,0.6062992125984252
318,5,71,53873.51409999974,0.984251968503937
319,1,64,53886.48641399777,0.4015748031496063
320,6,40,53893.80302399877,0.5433070866141733
321,4,52,53895.54787099769,0.6535433070866141
322,5,48,53939.60589799826,0.6535433070866141
323,5,45,54099.28636099721,0.5905511811023622
324,5,45,54119.06641599853,0.5826771653543307
325,4,52,54134.51730599991,0.7559055118110236
326,3,55,54147.23315899755,0.9291338582677166
327,2,60,54163.55726499751,0.5590551181102362
328,3,56,54186.2774029978,0.7795275590551181
329,3,57,54229.83138500058,0.7874015748031497
330,2,84,54370.532916997035,0.4566929133858268
331,1,64,54382.572476999485,0.4566929133858268
332,2,60,54389.44427399838,0.48031496062992124
333,6,40,54390.83321199723,0.8110236220472441
334,3,60,54392.066943997634,0.5511811023622047
335,5,45,54401.70382499855,0.8110236220472441
336,4,52,54402.58737199838,0.8976377952755905
337,3,57,54410.82287399695,0.84251968503937
338,1,64,54762.58283199786,0.6141732283464567
339,2,60,54777.54629300034,0.6929133858267716
340,3,57,54788.04494900032,0.84251968503937
341,3,55,54853.83491999892,0.7401574803149606
342,5,48,55013.58067399997,0.6850393700787402
343,2,60,55019.82218500052,0.5669291338582677
344,3,55,55029.263053998875,0.6377952755905512
345,5,49,55173.57529999936,0.8740157480314961
346,6,40,55174.38594799751,0.30708661417322836
347,4,52,55178.96035399826,0.9133858267716536
348,3,55,55185.269235000305,1
349,2,60,55190.70422999721,0.8818897637795275
350,1,64,55197.97992399981,0.7322834645669292
351,5,48,55202.06069399865,0.7401574803149606
352,4,53,55477.97072799949,0.7559055118110236
353,5,49,55479.730977000145,0.5196850393700787
354,4,54,55506.88432300012,0.7559055118110236
355,5,50,55521.39777699995,0.49606299212598426
356,1,64,55535.754226999416,0.7007874015748031
357,2,62,55547.16777199792,0.7086614173228346
358,3,55,55557.966467997176,0.8110236220472441
359,4,67,55690.99168499815,0.7559055118110236
360,5,50,55694.9862069996,0.8346456692913385
361,3,55,55702.28376999876,1
362,6,40,55706.80687499771,0.07874015748031496
363,4,54,55710.50030499828,0.7007874015748031
364,5,50,55959.92944799946,0.8661417322834646
365,4,54,55966.73273699707,0.7637795275590551
366,3,55,55977.4863499988,0.889763779527559
367,6,40,55978.77940899707,0.4251968503937008
368,5,49,56145.29783800026,0.7401574803149606
369,4,53,56159.83180200055,0.6456692913385826
370,5,48,56203.37565599766,0.7244094488188977
371,6,40,56204.70778500021,0.5196850393700787
372,5,48,56216.499856000155,0.7952755905511811
373,4,52,56226.46466199876,0.7952755905511811
374,2,60,56245.510781998746,0.5118110236220472
375,5,59,56494.48668200057,0.4330708661417323
376,6,40,56499.48582799698,0.8582677165354331
377,5,45,56507.60914299826,0.9606299212598425
378,4,52,56514.348323999,0.9133858267716536
379,3,71,56523.83040999848,0.952755905511811
380,2,60,56532.61403099896,0.5196850393700787
381,3,55,56537.131517998205,0.937007874015748
382,3,56,56580.689901998994,0.8031496062992126
383,3,57,56609.70304199873,0.7874015748031497
384,1,64,56871.37021399758,0.5039370078740157
385,2,60,56886.25902700005,0.5196850393700787
386,3,57,56900.276395997935,0.6377952755905512
387,3,55,57030.4677339991,0.889763779527559
388,2,60,57040.87554199941,0.6299212598425197
389,1,64,57127.86562199835,0.6377952755905512
390,5,47,57132.06401899879,0.8267716535433071
391,2,60,57140.755893997266,0.6220472440944882
392,3,55,57148.7870130004,1
393,5,48,57190.092142998765,0.8031496062992126
394,6,40,57287.677962998714,0.4330708661417323
395,5,48,57289.398038999934,0.889763779527559
396,4,53,57294.82622899741,0.9291338582677166
397,3,55,57300.70283199893,1
398,4,52,57306.12920799831,0.9291338582677166
399,2,60,57307.182159998774,0.8740157480314961
400,5,47,57596.51501500048,0.7086614173228346
401,1,64,57667.21135499756,0.6377952755905512
402,5,48,57668.979389000015,0.7007874015748031
403,2,60,57678.00061399976,0.5826771653543307
404,4,53,57683.477602000494,0.7401574803149606
405,5,49,57712.50384799714,0.6850393700787402
406,4,54,57756.01332400038,0.7086614173228346
407,6,40,57823.09146099942,0.2677165354330709
408,5,49,57825.39839200035,0.9133858267716536
409,4,54,57833.0374090001,0.8188976377952756
410,3,55,57841.58786199987,1
411,2,62,57848.46362499957,0.6692913385826772
412,5,49,58087.53695999985,0.84251968503937
413,3,55,58088.369735000015,0.937007874015748
414,4,54,58096.73425899746,0.8188976377952756
415,2,62,58106.438154998614,0.8110236220472441
416,1,64,58112.93574899901,0.6377952755905512
417,4,53,58321.98331999825,0.5984251968503937
418,5,48,58323.83994299744,0.6456692913385826
419,4,52,58336.463018997165,0.5905511811023622
420,6,40,58349.7194699994,0.2204724409448819
421,5,47,58350.53994899863,0.6299212598425197
422,4,51,58359.545434999745,0.8503937007874016
423,3,55,58370.41515499732,1
424,2,59,58381.313409998256,0.6141732283464567
425,2,60,58467.06379799798,0.5590551181102362
426,4,52,58510.690720999264,0.6929133858267716
427,5,69,58616.302294998604,0.7322834645669292
428,4,51,58629.308420997404,0.5669291338582677
429,6,41,58635.74353399963,0.7637795275590551
430,3,55,58648.403936997056,0.7952755905511811
431,5,45,58655.70882099928,0.6535433070866141
432,6,40,58657.5947909987,0.7322834645669292
433,2,60,58658.508661999804,0.4330708661417323
434,4,52,58699.25833099842,0.5905511811023622
435,3,57,58713.79213199907,0.7480314960629921
436,3,55,58902.55090199935,0.6535433070866141
437,4,51,58931.460230000084,0.4566929133858268
438,3,57,58989.45970499699,0.6456692913385826
439,2,60,59015.23339399864,0.4409448818897638
440,3,57,59028.894931998366,0.6220472440944882
441,4,52,59033.053668998036,0.4566929133858268
442,4,52,59041.6056009999,0.5039370078740157
443,4,51,59161.85284399762,0.4881889763779528
444,3,55,59250.8392109994,0.4566929133858268
445,1,64,59259.31628899707,0.5039370078740157
446,2,60,59275.09266699781,0.5826771653543307
447,3,55,59285.980223998195,0.6929133858267716
448,4,51,59295.50169099821,0.4409448818897638
449,3,57,59381.332265998935,0.49606299212598426
450,4,52,59395.83545499772,0.3464566929133858
451,6,40,59428.381357000035,0.2992125984251969
452,5,45,59432.48078000033,0.9606299212598425
453,4,52,59437.93208100033,0.8503937007874016
454,3,57,59450.17704400016,0.9133858267716536
455,4,75,59678.846309998335,0.5826771653543307
456,3,81,59688.23910100036,0.7322834645669292
457,3,57,59694.71748700016,0.7086614173228346
458,4,51,59715.063368999836,0.3858267716535433
459,4,52,59758.52750999911,0.31496062992125984
460,4,51,59831.1900339977,0.33070866141732286
461,4,50,59889.21912499791,0.18110236220472442
462,3,55,59903.71210699959,0.5118110236220472
463,6,40,59943.93980099994,0.6456692913385826
464,4,75,59947.54267799726,0.889763779527559
465,5,45,59949.45219600049,0.905511811023622
466,4,51,59953.96743699894,0.8346456692913385
467,3,56,59965.28119099821,0.7795275590551181
468,2,60,59970.70697799791,0.5669291338582677
469,1,64,60041.12150199944,0.6062992125984252
470,2,60,60054.221689999395,0.5196850393700787
471,3,56,60065.507287999935,0.5905511811023622
472,4,51,60073.72218799719,0.6062992125984252
473,3,57,60166.27259199959,0.4645669291338583
474,4,52,60179.384184997616,0.4251968503937008
475,6,40,60216.98423899943,0.7244094488188977
476,5,45,60221.09055799956,0.952755905511811
477,4,52,60225.1469599978,0.8740157480314961
478,3,57,60231.850097999995,0.9212598425196851
479,2,60,60238.40271099834,0.5039370078740157
480,4,51,60382.650546998775,0.7559055118110236
481,6,40,60451.47873699898,0.5039370078740157
482,4,51,60467.3579909977,0.5354330708661418
483,3,56,60476.37564999968,0.48031496062992124
484,3,55,60527.70503899956,0.44881889763779526
485,2,60,60570.241597997665,0.5039370078740157
486,3,56,60572.597033999045,0.48031496062992124
487,3,57,60582.9317539974,0.7007874015748031
488,4,51,60596.0366199979,0.5984251968503937
489,4,52,60716.43893199871,0.5039370078740157
490,6,40,60723.60975099946,0.48031496062992124
491,5,45,60728.053127997555,0.8110236220472441
492,4,52,60732.55443299786,0.8267716535433071
493,3,57,60738.44868999731,1
494,2,60,60746.22407700008,0.7007874015748031
495,4,51,60977.50865799753,0.6535433070866141
496,2,60,61001.13038799827,0.5433070866141733
497,1,64,61084.983419998025,0.47244094488188976
498,6,40,61248.68398699982,0.4015748031496063
499,5,45,61251.761223997164,0.8976377952755905
500,3,55,61253.68619299843,0.8661417322834646
501,4,51,61257.27963299869,0.6062992125984252
502,3,55,61264.44810300018,0.6850393700787402
503,4,52,61325.78639299754,0.5354330708661418
504,5,70,61514.968770999985,0.6062992125984252
505,6,40,61519.78846599741,0.5826771653543307
506,4,52,61525.27282799929,0.6850393700787402
507,5,45,61543.47182199854,0.4330708661417323
508,5,48,61674.13479199968,0.4251968503937008
509,5,48,61774.36405499975,0.47244094488188976
510,6,40,61775.60022399848,0.07874015748031496
511,1,64,61879.0240399976,0.5039370078740157
512,2,60,61893.897464000474,0.5354330708661418
513,3,55,61905.71453499797,0.7401574803149606
514,4,52,61916.07636799745,0.5984251968503937
515,5,45,61936.07237899778,0.3228346456692913
516,6,40,61941.09222299812,0.1968503937007874
517,5,51,62035.8701389996,0.25196850393700787
518,6,40,62039.96170199753,0.5196850393700787
519,4,52,62052.5595729996,0.6141732283464567
520,5,48,62065.843608997966,0.41732283464566927
521,2,60,62139.22551199721,0.5905511811023622
522,3,55,62156.117926999286,0.7795275590551181
523,5,48,62171.8774660003,0.6141732283464567
524,4,53,62268.96038799896,0.5354330708661418
525,2,61,62283.48508899944,0.3858267716535433
526,5,49,62285.404213998845,0.5196850393700787
527,5,70,62296.16442000042,0.7007874015748031
528,6,40,62301.15955399742,0.6141732283464567
529,3,56,62310.62830299925,0.7244094488188977
530,2,62,62312.51487999907,0.4330708661417323
531,5,50,62314.88262299899,0.6299212598425197
532,4,54,62315.89374599935,0.5905511811023622
533,3,55,62327.055051999196,0.7480314960629921
534,5,49,62530.19435599708,0.5669291338582677
535,4,53,62544.69431599864,0.5354330708661418
536,2,61,62559.27750800038,0.3543307086614173
537,6,40,62561.003545997664,0.7007874015748031
538,4,52,62570.55122699967,0.6220472440944882
539,5,48,62571.40717099901,0.6299212598425197
540,2,60,62588.186124998174,0.3779527559055118
541,5,47,62617.332820998854,0.6141732283464567
542,5,48,62660.78523299802,0.5984251968503937
543,5,47,62747.878807000234,0.4881889763779528
544,5,50,62804.99922599847,0.6377952755905512
545,4,55,62817.20714000039,0.5826771653543307
546,6,40,62821.265077000135,0.7874015748031497
547,5,45,62825.79718099805,0.8267716535433071
548,4,52,62834.92657599709,0.7086614173228346
549,3,55,62839.416079998045,0.8188976377952756
550,2,60,62840.83771599762,0.6535433070866141
551,3,55,63083.45084800021,0.18110236220472442
552,3,57,63125.22489099865,0.10236220472440945
553,1,64,63183.60929299888,0.5590551181102362
554,2,60,63194.94054799725,0.6299212598425197
555,3,65,63197.70759899984,0.33858267716535434
556,3,57,63212.27506399737,0.5826771653543307
557,3,55,63440.39919399802,0.4645669291338583
558,4,67,63450.18265099861,0.5196850393700787
559,4,52,63461.25373599716,0.5039370078740157
560,5,48,63502.45968299714,0.6299212598425197
561,5,70,63590.47511300014,0.5669291338582677
562,6,40,63598.07119799734,0.33858267716535434
563,4,52,63601.691788997414,0.6850393700787402
564,5,48,63603.97960800037,0.6850393700787402
565,3,55,63607.12062699895,0.8188976377952756
566,1,64,63965.003511999385,0.5984251968503937
567,4,53,63966.78561499721,0.47244094488188976
568,2,61,63981.74067599757,0.8031496062992126
569,3,55,63995.37095899723,0.937007874015748
570,4,63,63997.11927200042,0.3543307086614173
571,4,54,64007.09590399856,0.7716535433070866
572,2,62,64025.26211099757,0.8110236220472441
573,5,50,64026.27510099774,0.6062992125984252
574,6,40,64037.940334997984,0.44881889763779526
575,5,51,64129.09074599884,0.8661417322834646
576,6,40,64135.936237998976,0.25196850393700787
577,5,50,64140.92112999788,0.84251968503937
578,3,55,64148.60522999879,0.9921259842519685
579,2,62,64369.83198699818,0.5669291338582677
580,5,50,64385.237395999866,0.937007874015748
581,4,55,64389.86123699942,0.968503937007874
582,3,63,64395.21352599695,0.8976377952755905
583,3,55,64402.09007199883,0.9291338582677166
584,4,54,64403.96783899996,0.937007874015748
585,1,64,64405.20796599958,0.6771653543307087
586,6,40,64417.01714900046,0.23622047244094488
587,5,49,64532.74111199789,0.8188976377952756
588,2,61,64605.307527999685,0.48031496062992124
589,4,53,64619.841298997926,0.8346456692913385
590,5,59,64624.229139997624,0.3228346456692913
591,6,40,64628.872034998494,0.6535433070866141
592,5,45,64636.91165199998,0.8818897637795275
593,4,52,64643.807575997926,0.7874015748031497
594,3,55,64653.380588999426,0.889763779527559
595,2,60,64663.357063996955,0.4881889763779528
596,4,53,64722.32981199704,0.7086614173228346
597,4,52,64808.40225099746,0.5984251968503937
598,6,42,64892.26259199859,0.5039370078740157
599,5,46,64909.09804799958,0.6850393700787402
600,6,40,64915.51880000043,0.8346456692913385
601,3,55,64918.08997199769,0.3464566929133858
602,5,45,64924.51615800019,0.8818897637795275
603,4,52,64925.50477699842,0.7559055118110236
604,3,55,64930.35204699845,0.8661417322834646
605,2,60,64937.577701999544,0.47244094488188976
606,3,57,64968.06259799996,0.7874015748031497
607,2,60,65303.66934799895,0.6456692913385826
608,3,57,65320.32438599708,0.8110236220472441
609,4,52,65340.22231199924,0.6771653543307087
610,6,40,65428.40006099868,0.2755905511811024
611,3,55,65492.37974899734,0.6220472440944882
612,2,60,65535.28101199845,0.6535433070866141
613,3,55,65551.71783699916,0.8110236220472441
614,4,52,65564.75402799697,0.7086614173228346
